success_prob,lat_mean,lat_std,cost_mean
0.3274,9.23,3.92,1946.37
0.2836,10.85,5.83,4047.92
0.7444,2.49,0.52,553.82
0.5104,5.13,1.7,1265.85
0.8994,1.22,0.29,547.67
0.601,3.31,1.14,1342.76
0.5044,8.39,3.21,1823.5
0.3897,16.88,8.69,3493.49
0.3538,10.68,3.93,3151.75
0.4476,11.43,4.16,3888.05
0.6442,3.55,1.33,946.57
0.6414,3.75,1.21,1310.21
0.5228,6.31,2.64,1761.2
0.6083,4.05,1.39,1476.72
0.2105,33.81,19.45,12149.9
0.3182,13.56,5.83,5335.88
0.6186,2.81,0.88,740.99
0.401,11.54,5.64,2360.86
0.8951,1.1,0.21,285.31
0.4483,5.53,2.45,1347.26
0.7345,2.94,0.87,1005.43
0.5015,7.79,2.71,1479.63
0.4534,5.95,2.26,2503.25
0.2744,12.57,5.83,4940.75
0.4216,8.28,3.76,3022.76
0.9009,0.75,0.15,317.85
0.8007,1.72,0.43,648.09
0.5417,3.71,1.52,1302.88
0.4014,9.69,3.37,3404.23
0.7292,4.72,1.34,1064.78
0.5125,5.83,1.96,2376.36
0.5684,3.8,1.33,1034.35
0.5976,4.0,1.51,1111.61
0.5407,5.26,2.04,1574.45
0.9447,1.8,0.17,587.64
0.3634,15.34,7.96,6494.92
0.7358,2.68,0.74,1102.78
0.5112,2.59,0.69,1073.49
0.286,11.64,5.69,4939.74
0.7323,2.21,0.6,904.48
0.8469,1.7,0.54,745.25
0.4412,9.85,3.79,3946.73
0.6163,3.13,1.04,900.63
0.5565,7.34,2.44,1948.67
0.6635,2.38,0.61,737.45
0.3083,10.1,4.27,3388.97
0.7824,1.92,0.51,911.43
0.428,9.18,4.24,2475.98
0.3578,7.66,3.11,3113.3
0.6306,4.12,1.45,1395.38
0.9704,0.91,0.15,276.59
0.7499,2.36,0.61,938.68
0.9171,1.46,0.24,637.12
0.4118,9.48,3.66,2511.62
0.391,10.51,5.4,2921.95
0.1497,13.72,8.6,4895.69
0.4912,6.42,3.13,1893.59
0.7648,2.41,0.5,638.88
0.3698,6.84,2.67,2775.15
0.5169,4.73,1.71,1166.73
0.4425,7.2,3.32,1704.88
0.4882,5.47,2.02,2212.28
0.3191,11.89,5.45,4069.11
0.7274,4.5,1.36,1453.96
0.4546,8.29,3.12,2374.8
0.5957,2.88,0.71,840.66
0.6151,3.0,1.03,719.55
0.6406,4.69,1.45,1909.7
0.6249,4.36,1.6,992.38
0.5542,11.08,2.83,2313.31
0.4097,8.73,3.23,3329.4
0.5792,6.1,2.21,2607.03
0.5422,5.95,1.76,2216.52
0.4905,7.26,2.14,1835.07
0.796,1.09,0.26,408.98
0.7147,2.68,0.94,1190.84
0.5453,8.35,2.88,3036.24
0.1632,31.44,16.73,11983.27
0.7754,1.51,0.35,628.21
0.5375,3.76,1.13,1486.73
0.2486,14.08,7.66,5991.33
0.5973,3.65,1.06,1117.56
0.667,3.41,1.01,1039.7
0.4105,9.34,4.28,1800.75
0.3424,5.67,2.01,2041.31
0.1978,21.48,12.94,5228.82
0.5429,6.04,2.66,1567.85
0.4219,7.4,3.2,2636.11
0.6232,2.4,0.83,1058.27
0.5342,7.05,2.58,2131.76
0.8966,1.66,0.38,730.14
0.2751,10.03,4.32,2392.92
0.5592,4.11,1.38,1292.32
0.2688,13.67,6.89,4631.22
0.6162,3.04,0.93,1161.61
0.702,4.0,1.46,1545.52
0.3706,13.73,7.96,4633.45
0.3719,11.78,5.03,4442.67
0.2532,22.14,11.91,8453.58
0.6091,4.7,1.48,2094.26
0.2913,27.56,14.79,11299.46
0.6543,5.73,1.71,1847.84
0.2443,19.48,13.83,6985.95
0.3333,15.98,6.69,4494.21
0.5686,3.02,1.4,1126.19
0.538,6.75,3.0,1353.7
0.582,6.35,1.76,1802.4
0.8523,4.51,1.67,1979.89
0.3944,9.94,4.01,3550.13
0.6605,4.33,1.35,966.97
0.4527,8.49,2.89,2855.83
0.702,4.94,1.41,1412.3
0.8606,1.24,0.25,621.94
0.4166,14.99,6.81,3214.05
0.502,4.99,2.44,1754.92
0.5357,3.97,1.35,1422.44
0.3875,11.24,3.75,3782.45
0.331,7.73,3.64,1977.18
0.8437,1.62,0.28,606.47
0.8083,1.47,0.51,655.38
0.662,2.77,0.76,782.01
0.9098,1.71,0.27,481.52
0.5686,5.78,1.6,2159.05
0.3263,13.29,6.54,3675.6
0.5913,6.1,1.97,1722.36
0.7483,2.68,0.99,967.57
0.5912,4.35,1.37,1421.54
0.4178,3.85,1.79,1665.27
0.2263,15.19,6.6,6259.43
0.6018,5.39,1.44,1946.71
0.4125,8.24,3.69,1736.43
0.3424,10.01,4.74,2777.03
0.5845,4.13,1.37,1017.83
0.2086,19.78,9.72,6829.88
0.5989,4.0,1.15,1431.16
0.7695,2.21,0.58,1074.39
0.517,5.76,2.2,1853.14
0.6745,2.62,0.57,634.63
0.8021,2.03,0.6,693.38
0.3584,12.59,6.3,3474.52
0.5715,6.79,2.41,1681.77
0.1174,24.07,14.9,6580.02
0.7715,3.89,0.71,1117.12
0.7259,1.95,0.57,552.7
0.5603,10.46,4.47,3168.85
0.7906,1.52,0.29,712.27
0.4586,8.01,3.97,3293.5
0.7382,2.65,0.7,792.61
0.2146,12.52,5.98,3679.82
0.606,3.88,1.28,1631.96
0.7176,5.63,1.51,2436.24
0.6075,3.53,0.99,1484.37
0.6571,4.29,1.29,1496.44
0.7659,2.0,0.42,836.94
0.6575,3.19,0.83,1314.73
0.8558,0.99,0.26,355.13
0.7454,2.53,0.52,589.9
0.4695,7.75,2.84,3247.35
0.6194,5.69,1.59,2480.2
0.3128,15.98,6.95,4700.4
0.7853,1.95,0.56,788.69
0.2803,20.71,11.19,5353.14
0.556,3.79,1.47,1452.95
0.2952,20.66,11.16,6048.91
0.611,4.66,1.6,1333.74
0.2389,14.23,8.2,4119.84
0.3006,15.13,6.45,4546.48
0.5587,4.62,1.31,2007.82
0.6276,3.79,1.32,1619.34
0.9125,1.6,0.33,502.99
0.4251,9.11,3.84,2453.38
0.7421,3.08,1.08,942.33
0.3508,14.91,7.06,2894.37
0.2551,12.48,6.63,3956.38
0.4343,7.76,3.67,2374.37
0.8663,2.38,0.59,577.94
0.6784,3.49,1.1,1635.53
0.4861,3.1,0.92,1231.22
0.4333,12.19,8.07,2883.88
0.5485,4.11,1.2,1601.94
0.4431,12.68,5.18,3412.86
0.7867,2.34,0.57,873.82
0.7282,3.7,1.43,1156.75
0.3581,9.91,4.5,2294.6
0.5998,4.71,1.69,1417.78
0.4929,7.43,2.82,3110.09
0.307,28.03,12.27,10158.57
0.6417,4.76,1.63,1712.14
0.6587,4.47,1.21,1929.85
0.7118,4.15,1.15,1673.72
0.5727,5.52,2.16,2286.48
0.6797,3.22,1.29,768.58
0.3906,10.86,4.35,2402.36
0.4949,7.86,3.12,3105.1
0.4922,4.58,1.97,1935.34
0.5796,5.47,2.01,1861.67
0.7873,2.0,0.72,834.85
0.3949,10.19,4.53,3481.73
0.5064,5.35,1.54,1273.52
0.5812,3.76,1.19,1652.74
0.5399,5.14,2.08,2144.13
0.6852,4.08,1.07,1423.48
0.4094,10.07,4.22,3718.2
0.2254,11.81,5.52,3171.1
0.5341,5.22,2.49,1936.82
0.4972,6.51,2.46,1918.89
0.6915,3.52,1.04,1278.44
0.3687,7.05,3.78,2470.47
0.3893,6.7,2.5,1487.54
0.5475,5.91,2.47,1297.05
0.2588,20.71,10.18,4279.43
0.4815,4.5,1.9,1591.9
0.7474,2.67,0.59,953.37
0.357,9.39,4.74,2932.36
0.4835,8.53,4.2,2630.96
0.4341,13.63,6.22,2697.87
0.4939,4.95,1.38,2035.74
0.2773,14.53,7.54,5132.11
0.3767,7.75,3.5,2886.74
0.5542,4.15,1.57,929.8
0.2981,18.94,11.24,6549.35
0.4973,7.93,3.79,2518.34
0.4914,7.2,2.76,2727.82
0.6949,5.77,1.69,1367.79
0.8961,1.73,0.28,792.85
0.6749,2.41,0.67,1035.48
0.6377,1.9,0.59,764.42
0.5961,6.35,1.7,2560.06
0.4581,7.51,2.6,1601.19
0.2795,16.9,9.04,5342.62
0.2369,18.07,8.59,4406.3
0.6312,3.18,0.99,1108.52
0.6601,2.53,0.54,896.59
0.3331,11.88,5.87,4304.89
0.4042,8.44,2.97,3730.36
0.8514,1.25,0.13,666.05
0.6574,2.98,1.1,781.32
0.1337,16.77,8.92,6816.07
0.5509,4.08,1.33,1697.88
0.3754,14.47,6.05,5316.74
0.8716,1.07,0.22,466.3
0.5819,3.33,1.22,883.91
0.8286,1.49,0.33,623.12
0.475,5.9,2.2,1300.09
0.1882,32.04,17.41,8031.2
0.3483,15.55,7.61,3202.21
0.6279,3.59,1.55,1283.3
0.7745,2.04,0.54,800.99
0.7728,1.87,0.38,541.36
0.3625,7.58,3.5,3105.67
0.3015,14.78,7.24,3228.33
0.2781,18.66,7.46,5309.72
0.7274,2.46,0.43,929.76
0.2631,16.54,8.67,5461.64
0.5536,2.71,0.95,773.68
0.4872,5.33,1.98,1977.98
0.4909,7.02,3.0,1918.51
0.5518,3.39,1.03,1023.24
0.687,4.19,0.94,1326.28
0.5825,3.7,1.09,840.12
0.3549,15.57,7.26,6548.01
0.9317,1.52,0.32,586.99
0.4177,6.08,2.31,1373.0
0.4529,9.08,2.83,3414.79
0.246,18.55,7.72,6718.33
0.5172,4.62,1.75,1422.0
0.6943,1.34,0.28,746.06
0.9744,1.67,0.12,518.3
0.3408,13.78,7.14,3279.71
0.4862,9.38,4.5,3661.32
0.6562,4.97,1.65,2125.24
0.8044,2.73,0.7,708.51
0.263,14.58,7.68,2831.57
0.4637,4.47,1.21,1541.78
0.8163,1.94,0.49,728.87
0.5042,7.9,3.74,2096.58
0.7856,1.96,0.67,984.34
0.7844,2.31,0.49,635.37
0.4765,10.15,3.87,3880.87
0.5225,6.65,2.93,2695.65
0.5813,4.16,1.63,1030.05
0.4653,9.74,4.43,3056.4
0.7116,3.66,1.04,714.45
0.4352,12.37,5.59,4272.65
0.6604,4.23,1.06,1518.28
0.4263,9.96,4.21,3827.51
0.3007,14.06,6.69,4380.77
0.5186,6.26,3.01,1756.88
0.2997,15.34,7.56,3399.87
0.6214,4.74,1.06,1098.9
0.3655,10.69,4.79,3342.98
0.4278,9.39,4.07,3841.04
0.756,1.92,0.44,814.06
0.3643,16.42,6.67,4709.72
0.3501,7.78,3.89,3436.93
0.8516,2.01,0.38,612.29
0.752,2.28,0.68,1076.39
0.6665,3.87,1.13,1036.69
0.6063,4.13,1.22,1065.01
0.3978,8.34,4.23,3286.06
0.5797,7.39,2.68,2295.5
0.5627,3.2,1.1,1477.68
0.7982,2.1,0.58,974.93
0.6911,1.97,0.54,520.92
0.683,2.18,0.45,514.15
0.6209,4.45,1.04,1465.82
0.5712,3.9,1.31,1422.31
0.5102,7.55,3.32,2209.38
0.4419,5.72,2.47,1370.74
0.277,18.94,9.85,4470.82
0.8262,1.1,0.12,520.64
0.9439,1.32,0.29,329.56
0.4912,6.41,2.42,1897.09
0.6364,2.33,0.82,605.86
0.2108,32.72,19.18,12836.49
0.5234,6.4,3.03,2252.42
0.6738,2.21,0.55,585.4
0.5843,4.61,1.4,1805.57
0.3338,12.22,5.82,3897.4
0.5584,3.91,1.18,1234.03
0.3891,6.46,2.59,1649.82
0.6402,4.35,1.73,1313.76
0.4534,7.39,2.81,3061.36
0.4541,9.56,4.0,2166.32
0.4002,7.65,2.79,2749.66
0.8637,2.5,0.49,820.22
0.3729,13.09,6.85,3854.44
0.7957,2.77,0.93,971.43
0.6901,3.27,1.1,823.78
0.6025,2.5,0.81,706.86
0.5967,3.52,1.35,1121.35
0.4388,13.67,6.16,3841.15
0.7218,1.67,0.34,760.4
0.1688,24.01,13.92,8535.68
0.5664,4.99,2.08,2074.91
0.2922,19.84,8.35,8153.87
0.7875,1.89,0.35,371.15
0.8849,1.35,0.3,739.81
0.5169,11.97,3.89,5030.52
0.0326,21.43,11.28,6281.58
0.1668,19.46,10.0,6501.11
0.1656,19.65,11.98,5166.9
0.4702,5.3,2.31,1166.33
0.8605,1.13,0.24,433.66
0.6855,2.47,0.72,626.43
0.7307,3.82,1.51,1184.97
0.5589,2.6,0.8,963.9
0.3978,12.87,5.79,2465.5
0.675,4.22,1.14,1007.44
0.5969,5.14,1.44,1160.37
0.337,13.19,7.08,5551.26
0.2194,14.59,6.86,5570.93
0.4423,11.71,5.33,2358.26
0.2351,11.97,6.14,4665.08
0.8917,1.76,0.46,874.14
0.5753,4.37,1.37,1693.33
0.4451,10.23,4.92,4107.84
0.5393,4.9,2.05,1565.46
0.8207,2.54,0.4,684.23
0.4985,5.27,2.04,2134.62
0.6364,2.49,0.93,1179.62
0.8425,2.16,0.72,617.31
0.2223,25.83,14.41,8377.76
0.6781,2.88,0.72,929.72
0.6388,4.1,1.09,1278.29
0.5226,6.78,2.69,2319.45
0.4206,5.34,1.9,1106.57
0.1991,23.04,11.85,6726.61
0.6476,3.18,0.97,970.51
0.5415,4.92,2.01,1065.01
0.5593,4.19,1.81,1290.52
0.4026,8.37,4.12,2279.89
0.4518,7.81,3.25,2379.11
0.7035,2.91,0.73,694.7
0.4407,6.14,2.7,1936.18
0.3179,15.05,8.83,3851.64
0.4773,6.08,2.6,1223.5
0.882,0.93,0.17,447.24
0.5192,8.65,3.37,3045.25
0.4143,6.78,2.91,2215.6
0.3661,10.44,5.25,3591.98
0.2864,10.59,5.15,2834.13
0.3864,11.55,4.92,2575.12
0.4936,8.51,3.06,2411.45
0.7754,1.77,0.69,776.1
0.7014,3.16,0.75,1110.0
0.534,7.54,2.37,2879.11
0.8007,1.19,0.25,626.26
0.3018,10.3,4.82,2550.11
0.6573,3.11,1.01,1385.22
0.9141,0.94,0.22,500.79
0.3329,11.93,5.17,3831.11
0.7521,1.74,0.38,637.01
0.6847,3.86,0.99,1287.45
0.378,10.24,5.23,2187.49
0.2996,13.78,7.14,2784.53
0.4763,7.34,3.02,2076.38
0.4705,8.11,3.19,2002.37
0.7509,1.73,0.33,536.91
0.2545,11.42,5.38,2332.0
0.6936,2.23,0.52,1003.96
0.3658,10.41,4.54,2572.17
0.5083,9.48,4.0,4019.03
0.5291,8.48,2.85,2744.12
0.6278,3.67,1.39,1000.28
0.8232,1.58,0.43,479.6
0.851,2.52,0.35,680.96
0.3186,13.91,6.7,3811.93
0.8021,1.89,0.52,548.31
0.3599,10.04,4.49,3910.88
0.3631,9.21,3.22,2649.1
0.2029,18.24,8.84,5646.17
0.5421,4.8,1.67,1671.52
0.6573,3.72,1.22,1383.6
0.5989,3.18,0.96,1477.53
0.6859,2.36,0.86,760.99
0.6477,2.41,0.7,689.79
0.5227,12.53,4.15,5346.62
0.5072,8.12,3.55,3528.59
0.8419,1.53,0.47,609.36
0.494,7.0,2.81,2689.59
0.6909,3.29,0.93,1096.5
0.1743,22.02,11.41,6992.39
0.5838,4.51,1.75,1349.42
0.7926,2.15,0.42,713.09
0.4234,9.87,3.45,3873.99
0.8669,1.62,0.3,572.78
0.7318,2.11,0.56,769.76
0.6338,5.78,2.13,2294.13
0.7842,2.35,0.56,611.26
0.3954,5.38,2.11,1889.02
0.5164,5.38,1.81,2193.66
0.7742,2.08,0.48,439.15
0.51,9.27,3.74,2393.69
0.7663,1.19,0.33,431.45
0.5518,5.01,1.55,978.43
0.9443,1.58,0.3,631.08
0.9085,1.37,0.19,594.17
0.4159,9.96,3.71,2751.62
0.3666,10.32,4.6,3536.78
0.4493,8.1,3.85,1954.57
0.7676,2.21,0.37,980.15
0.6763,3.39,0.94,1011.9
0.6859,4.29,1.16,1529.16
0.6402,4.39,1.57,1028.6
0.7389,4.2,1.71,1752.7
0.1675,26.48,13.88,8128.0
0.3609,9.58,4.76,4016.36
0.5416,5.26,1.96,1545.9
0.567,3.27,1.13,1419.77
0.4624,6.06,2.64,1719.59
0.7788,1.71,0.29,521.64
0.5382,4.69,1.63,1679.92
0.3125,11.1,5.79,2595.44
0.6086,3.69,1.02,1512.79
0.8891,1.65,0.4,496.36
0.6284,3.04,0.74,1295.1
0.4196,11.59,4.88,3603.59
0.6432,2.69,1.04,876.42
0.347,13.6,5.97,5066.59
0.7886,1.15,0.22,575.79
0.5319,5.2,1.54,1844.49
0.3359,8.11,3.87,2804.12
0.6362,2.69,0.93,1015.92
0.548,12.29,5.06,4791.7
0.4304,7.91,3.19,2159.3
0.7682,1.49,0.21,456.9
0.5965,4.38,1.45,1631.25
0.5266,5.65,1.98,1890.46
0.5357,5.15,1.67,2156.81
0.1007,21.93,14.42,9226.85
0.5174,4.76,1.37,2032.12
0.5677,3.94,1.06,1268.03
0.5854,5.11,1.77,1969.12
0.666,2.63,0.69,743.38
0.3847,7.4,3.07,1431.84
0.3281,12.48,6.02,4689.2
0.6188,3.61,1.17,1540.54
0.7537,2.71,0.57,605.12
0.464,9.46,4.02,3731.85
0.6214,4.73,1.68,1914.2
0.4054,14.41,7.03,3825.31
0.1309,20.63,12.29,3987.38
0.3915,16.4,7.41,6543.53
0.4518,8.11,3.54,1756.57
0.479,6.21,2.91,1625.31
0.3306,10.47,5.13,3457.36
0.199,20.31,10.87,7679.6
0.66,3.24,0.99,1270.68
0.4577,9.93,3.87,3579.19
0.7501,1.58,0.27,696.55
0.4769,7.41,2.84,2575.8
0.2056,20.02,11.71,6820.65
0.15,28.05,15.0,6176.93
0.5861,6.72,2.34,2087.43
0.3931,8.43,3.54,2634.79
0.5448,4.82,2.21,923.31
0.6799,2.41,0.79,859.11
0.646,3.37,1.15,875.32
0.7629,2.75,0.77,690.72
0.8276,1.37,0.28,497.75
0.6199,4.07,1.63,1149.14
0.3823,7.02,3.26,1746.84
0.635,4.63,1.66,1798.4
0.8629,1.65,0.24,861.15
0.6388,2.96,0.95,1150.27
0.3762,9.94,3.69,2443.64
0.7095,2.73,0.7,1027.18
0.4643,6.41,2.28,2469.55
0.4705,8.16,3.17,2125.44
0.6636,1.64,0.29,469.68
0.8287,1.85,0.47,736.29
0.4554,6.95,3.11,2019.19
0.637,4.18,1.66,1003.0
0.4307,4.69,2.37,1236.82
0.3906,7.58,3.24,2420.94
0.5099,7.89,3.66,2539.0
0.7408,3.14,0.84,1149.46
0.7277,2.18,0.49,988.06
0.39,11.5,5.11,2357.95
0.2643,18.83,10.31,7025.68
0.3564,14.86,9.82,4015.55
0.3153,11.49,6.14,4210.96
0.29,10.65,5.45,4017.98
0.7438,1.96,0.61,741.47
0.2945,18.96,10.07,6488.7
0.5685,5.06,1.75,1814.26
0.5452,5.71,2.4,2128.3
0.6336,3.19,0.99,819.8
0.5009,7.1,2.46,2043.24
0.4288,9.24,4.19,3700.47
0.3375,15.47,8.01,4913.46
0.6353,2.57,0.77,669.26
0.3,7.75,3.76,3373.4
0.4453,7.38,3.58,3151.85
0.2245,18.13,10.21,5497.91
0.4143,5.34,2.07,1709.83
0.218,31.06,15.71,7847.47
0.7967,0.99,0.21,428.97
0.8377,2.07,0.63,963.39
0.2548,22.87,11.74,5708.62
0.818,3.81,1.18,1077.59
0.4248,8.87,3.6,3589.28
0.4137,16.31,7.27,4587.78
0.4239,17.84,7.48,7557.63
0.3738,10.86,5.12,2940.21
0.2174,22.98,11.78,4259.64
0.6259,5.31,2.05,2279.58
0.3598,9.18,4.2,2390.6
0.7515,2.57,0.71,928.25
0.5125,4.49,1.59,892.65
0.4382,8.99,3.92,3406.85
0.5838,2.68,1.11,768.85
0.5752,5.04,1.31,1970.06
0.4176,11.79,5.47,4986.06
0.6834,4.14,0.97,966.04
0.2522,8.83,5.01,2470.96
0.432,7.71,3.4,2827.1
0.2966,16.48,6.39,6978.23
0.6289,3.6,0.93,1079.72
0.8123,1.12,0.29,593.36
0.5345,5.93,1.71,2470.82
0.4771,8.42,3.5,3045.91
0.6414,4.02,1.17,1113.35
0.4375,7.46,3.01,2411.73
0.3301,16.75,7.41,5954.87
0.3778,11.08,4.81,3864.45
0.1096,33.12,18.49,8431.82
0.679,4.58,1.69,1652.11
0.4486,6.87,2.66,2773.26
0.5602,4.71,1.8,1528.82
0.7671,2.14,0.53,858.45
0.546,5.07,1.97,1329.86
0.9543,1.15,0.23,351.67
0.2885,20.02,9.71,4069.76
0.6644,2.74,0.68,946.3
0.5271,10.59,4.77,3580.69
0.6629,2.39,0.57,1031.97
0.504,7.19,2.87,1520.48
0.547,7.34,2.76,1949.16
0.5415,6.39,2.3,2574.25
0.7853,2.12,0.56,576.94
0.7768,1.66,0.51,778.54
0.3214,11.22,5.71,3847.79
0.7203,3.28,0.99,1447.47
0.5389,5.59,2.54,2103.39
0.278,18.53,7.48,7719.22
0.2538,13.46,5.97,4734.04
0.541,6.26,2.35,1725.51
0.6517,2.0,0.73,922.91
0.3004,17.82,9.75,4363.63
0.6852,4.27,0.99,1446.49
0.9453,1.42,0.2,533.58
0.4456,9.12,3.05,3525.39
0.3946,10.14,4.27,3855.23
0.3147,22.91,13.08,8909.35
0.6927,2.83,0.89,851.06
0.5628,5.44,1.94,2352.77
0.2508,11.94,6.05,4551.87
0.7982,1.37,0.3,504.99
0.6154,3.18,1.19,739.26
0.3796,11.3,6.08,3086.37
0.2922,11.92,5.18,2564.43
0.5488,4.99,2.28,1808.42
0.5827,5.08,1.89,1170.07
0.4026,6.35,2.98,1973.32
0.1514,24.91,13.96,8480.41
0.5449,3.22,1.42,1112.0
0.1197,18.32,10.6,7312.71
0.6339,4.77,1.49,1267.25
0.5359,4.14,1.64,1352.95
0.7322,3.02,0.93,1381.63
0.4584,6.44,2.5,1824.01
0.2419,22.07,9.0,6635.67
0.3814,8.79,3.62,3647.89
0.2287,21.09,11.54,6459.1
0.3733,7.34,3.2,2949.26
0.6035,5.61,1.78,2462.06
0.3184,16.44,9.24,4105.15
0.4553,15.14,4.75,5649.03
0.8461,1.97,0.42,716.45
0.7955,2.06,0.54,967.12
0.7756,2.77,1.04,996.36
0.8503,1.75,0.36,741.16
0.5439,7.5,2.96,2073.89
0.615,5.04,1.62,1655.37
0.6149,3.24,1.01,1230.09
0.5685,4.39,2.05,1950.19
0.3245,9.13,4.0,2367.65
0.3133,11.59,5.42,2405.78
0.4263,6.76,3.06,2880.86
0.2651,31.93,17.87,10537.02
0.3685,15.43,6.77,3003.42
0.2995,16.22,7.69,5115.6
0.4722,8.85,3.86,3713.13
0.2213,21.82,12.94,9218.64
0.4944,3.72,1.24,1081.76
0.4068,6.43,2.79,2524.37
0.99,0.8,0.15,335.31
0.4882,5.92,2.59,1683.73
0.6529,2.65,0.73,1118.85
0.2051,18.74,8.64,4728.11
0.4798,5.44,2.16,1774.35
0.7303,2.11,0.63,634.87
0.6087,5.3,2.21,1324.55
0.2716,17.74,8.44,4967.8
0.3609,8.3,3.47,3514.79
0.075,22.35,12.82,6405.89
0.1395,36.23,20.17,12614.28
0.6383,5.74,1.71,1550.55
0.4361,11.38,4.41,4571.37
0.8376,1.25,0.29,577.39
0.8621,1.23,0.18,692.52
0.323,10.76,4.26,2882.99
0.5791,2.78,1.16,906.9
0.7641,2.83,1.03,841.09
0.6784,2.14,0.61,474.34
0.6417,3.52,0.81,1204.09
0.4671,10.1,4.14,3848.91
0.5001,6.89,1.81,1687.61
0.6248,3.31,0.94,1237.3
0.3097,11.54,5.67,3995.59
0.1911,29.6,14.11,8958.94
0.4296,6.91,2.83,2662.97
0.7196,2.65,0.56,1111.71
0.6947,2.26,0.61,1121.35
0.8039,2.47,0.75,1014.94
0.8028,1.13,0.21,535.02
0.7423,2.68,0.68,813.11
0.8804,1.49,0.27,802.55
0.3387,10.54,4.38,4571.5
0.6105,4.31,1.31,1099.09
0.6125,5.5,2.14,1876.84
0.7107,2.8,0.6,1175.17
0.7978,2.63,0.56,944.21
0.9573,1.76,0.37,710.85
0.6566,2.74,0.96,1109.96
0.3699,15.86,7.67,6149.24
0.3834,10.57,4.64,2570.01
0.725,2.7,0.66,807.06
0.6662,4.66,1.71,1357.38
0.4653,5.42,1.94,1316.93
0.2583,8.64,3.7,1891.4
0.4575,8.32,4.07,3083.54
0.1097,22.9,13.51,8908.78
0.5899,8.36,3.14,3400.62
0.7813,1.65,0.45,805.17
0.6078,4.83,1.67,2149.99
0.4795,6.23,1.91,1460.23
0.216,25.58,13.81,7057.46
0.6316,2.74,0.85,671.83
0.1084,16.75,8.73,5819.47
0.6111,6.87,2.05,3022.57
0.3644,8.7,3.68,1757.47
0.4479,11.59,4.3,3619.51
0.6326,4.91,1.57,1573.96
0.8616,1.8,0.32,435.76
0.7957,1.82,0.42,845.3
0.8738,1.23,0.27,426.37
0.7944,1.08,0.28,484.57
0.8107,1.45,0.28,691.95
0.5009,7.28,3.25,1844.32
0.2273,14.08,7.07,3974.31
0.8039,1.45,0.47,591.13
0.2194,13.31,6.01,4030.86
0.6256,3.87,0.78,1291.0
0.8236,1.82,0.49,720.53
0.4413,5.71,2.47,1559.29
0.2154,24.59,14.29,5490.8
0.7562,1.81,0.48,849.54
0.5191,8.0,3.89,2054.43
0.7914,1.53,0.31,781.71
0.3274,10.17,5.06,2057.56
0.6896,3.12,0.69,1225.16
0.3867,8.19,4.0,3553.23
0.511,4.37,1.78,952.96
0.8785,1.45,0.36,629.14
0.4091,8.34,3.89,3241.04
0.258,35.47,12.84,11777.98
0.724,1.99,0.52,841.69
0.6446,2.56,0.73,640.82
0.8756,1.09,0.19,601.61
0.5899,4.34,1.38,1534.9
0.3082,12.98,6.65,3567.6
0.6643,3.08,1.01,982.98
0.4702,9.43,3.89,2589.54
0.597,9.15,2.73,2785.43
0.5991,3.91,1.57,932.32
0.4564,7.33,2.66,2861.26
0.5471,7.69,2.65,2283.63
0.4541,6.29,3.24,1891.1
0.5688,3.94,1.26,1605.45
0.3358,9.46,4.17,3805.31
0.2053,14.74,7.73,5606.48
0.6295,2.39,0.58,647.95
0.6723,1.82,0.25,785.77
0.6583,3.45,0.96,978.33
0.5665,3.96,1.23,1170.67
0.4982,7.77,3.21,3172.14
0.6896,3.7,0.97,834.06
0.3136,11.8,6.27,2610.72
0.2949,15.07,5.75,4971.6
0.4078,8.89,3.64,2763.6
0.2721,9.56,4.87,2720.26
0.3034,21.67,11.16,8261.73
0.5857,2.51,0.75,1146.56
0.7455,2.2,0.56,1065.09
0.4542,7.67,3.04,1782.67
0.7312,3.06,1.03,1193.78
0.5,5.78,1.85,2381.83
0.5274,5.63,2.27,1478.01
0.5046,4.02,1.62,1299.38
0.8505,1.83,0.25,503.84
0.6285,3.38,1.05,905.27
0.6858,3.41,0.86,872.59
0.6005,4.34,1.13,1676.81
0.4445,7.63,3.57,2667.27
0.5555,4.4,1.65,884.29
0.4711,4.37,1.8,1497.48
0.8038,2.21,0.38,507.41
0.3868,11.71,5.47,2754.21
0.6912,1.75,0.4,836.04
0.8651,2.75,0.71,910.66
0.74,3.09,0.82,1173.4
0.6297,2.21,0.74,684.53
0.6298,2.83,0.84,735.89
0.2299,15.27,8.16,6142.73
0.8031,1.79,0.48,562.06
0.5113,4.73,1.76,1399.51
0.3859,16.85,7.81,6002.3
0.3304,9.58,4.25,3234.67
0.7636,2.79,0.48,1214.18
0.6716,4.7,1.7,2102.4
0.8184,2.0,0.53,509.63
0.1221,20.58,12.08,4926.1
0.418,8.92,3.74,3181.46
0.6109,3.33,1.05,760.09
0.582,5.07,1.63,1656.36
0.7835,1.54,0.31,573.21
0.1836,22.5,10.79,9029.43
0.6095,4.11,1.6,1719.9
0.6215,4.31,1.92,1153.37
0.8809,1.3,0.21,426.43
0.4623,7.0,3.23,3002.43
0.8229,2.2,0.64,639.89
0.3329,13.48,6.01,3194.43
0.6331,3.47,0.66,913.54
0.579,3.93,1.6,1235.91
0.657,4.66,1.46,1220.32
0.5803,2.66,0.84,869.69
0.4543,8.28,3.43,1693.35
0.5679,3.43,1.13,1492.77
